Name,symbol,AssetType,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,Valuation
UiPath Inc,PATH,Common Stock,"UiPath Inc. provides an end-to-end automation platform offering a range of robotic process automation (RPA) solutions primarily in the United States, Romania, and Japan. The company is headquartered in New York, New York.",1734722,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"452 FIFTH AVENUE, 22ND FLOOR, NEW YORK, NY, US",January,2022-01-31,11649558000,None,None,33.19,3.589,0,0,-1.195,2.22,-0.538,-0.536,-0.1,-0.3,810429000.0,541786000.0,-1.195,0.0,0.499,37.93,-,1111.11,14.37,8.1,15.05,-,None,90.0,20.53,32.15,48.84,442775000.0,None,None,14235216250.0
Shaw Communications Inc,SJR,Common Stock,"Shaw Communications Inc. is a connectivity company in North America. The company is headquartered in Calgary, Canada.",932872,NYSE,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"STE 900, 630 3RD AVE SW, CALGARY ALBERTA CANA, AB, CA",August,2021-11-30,15542318000,2217000000,19.21,2.86,12.24,1.185,0.0301,1.619,11.04,0.184,0.237,0.0518,0.166,5525000000.0,2506000000.0,1.619,0.258,0.012,19.29,19.21,24.63,2.813,3.177,3.629,7.83,0.544,31.42,25.22,30.02,29.38,476732000.0,2022-05-30,2022-04-13,14311494640.0
Pinterest Inc,PINS,Common Stock,"Pinterest, Inc. provides a visual discovery engine in the United States and internationally. The company is headquartered in San Francisco, California.",1506293,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","808 BRANNAN STREET, SAN FRANCISCO, CA, US",December,2021-12-31,16328578000,402287000,53.93,0.691,4.626,0,0,0.46,4.028,0.123,0.145,0.0762,0.12,2578027000.0,2048707000.0,0.46,-0.122,0.2,39.76,53.93,24.04,6.33,5.78,5.94,42.82,1.22,88.83,21.92,25.76,45.88,569516000.0,None,None,14670732160.0
NICE Ltd,NICE,Common Stock,"NICE Ltd. provides business software solutions globally. The company is headquartered in Ra'anana, Israel.",1003935,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"8 HAPNINA STREET, P.O.B. 690, RA'ANANA, IL",December,2021-12-31,14182718000,450863000,74.94,2.586,44.57,0,0,2.98,30.4,0.104,0.139,0.0375,0.0734,1921150000.0,1296694000.0,2.98,-0.083,0.186,327.22,74.94,31.25,7.38,5.02,7.1,30.43,0.272,319.88,199.32,233.78,268.09,63121000.0,2017-03-15,2017-02-23,14756427380.0
IDEX Corporation,IEX,Common Stock,"IDEX Corporation, based in Northbrook, Illinois, is a publicly traded company engaged in the development, design, and manufacture of fluidics systems and specialty engineered products.",832101,NYSE,USD,USA,TECHNOLOGY,PUMPS & PUMPING EQUIPMENT,"3100 SANDERS ROAD, SUITE 301, NORTHBROOK, IL, US",December,2021-12-31,14624299000,766300000,32.68,1.984,36.79,2.16,0.0112,5.88,36.38,0.163,0.24,0.0889,0.168,2764800000.0,1236100000.0,5.88,0.178,0.163,235.5,32.68,26.74,5.29,5.39,5.62,21.48,1.113,239.76,181.66,196.78,217.38,76105000.0,2022-01-28,2022-01-13,14975941900.0
Dell Technologies Inc.,DELL,Common Stock,"Dell Technologies Inc. designs, develops, manufactures, markets, sells and supports information technology solutions, products and services worldwide. The company is headquartered in Round Rock, Texas.",1571996,NYSE,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE DELL WAY, ROUND ROCK, TX, US",January,2022-01-31,37107421000,8947000000,6.95,2.123,11.55,0,0.027,7.02,132.8,0.055,0.046,0.0269,1.655,101196997000.0,21891000000.0,7.02,3.533,0.072,64.64,6.95,8.32,0.367,4.39,0.586,4.937,0.981,61.54,45.0,54.89,53.62,286568000.0,2022-04-29,2022-04-19,15729717520.0
FactSet Research Systems Inc,FDS,Common Stock,"FactSet Research Systems Inc. provides integrated financial information and analytical applications to investment and corporate communities in the Americas, EMEA, and Asia Pacific. The company is headquartered in Norwalk, Connecticut.",1013237,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","601 MERRITT 7, NORWALK, CT, US",August,2022-02-28,16219534000,549228000,39.47,3.011,31.37,3.28,0.0076,10.87,44.06,0.252,0.29,0.133,0.382,1667296000.0,805045000.0,10.87,0.135,0.1,462,39.47,34.36,9.73,13.67,9.99,28.18,0.815,494.36,304.25,416.31,407.69,37797200.0,2022-03-17,2022-02-25,15735352332.0
Tenaris S.A,TS,Common Stock,"Tenaris SA produces and sells welded and seamless tubular steel products; and provides related services for the oil and gas industry and other industrial applications. The company is headquartered in Luxembourg, Luxembourg.",1190723,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-12-31,18154852000,1266030000,16.46,0.323,20.26,0.41,0.0176,1.864,11.05,0.169,0.115,0.0333,0.0894,6521207000.0,1963292000.0,1.864,2.444,0.819,32.02,16.46,23.87,2.784,1.492,2.655,9.3,1.858,31.49,18.57,26.91,22.7,590268000.0,2021-12-01,2022-05-23,15884111880.0
Western Digital Corporation,WDC,Common Stock,"Western Digital Corporation (WDC, commonly known as Western Digital or WD) is an American computer hard disk drive manufacturer and data storage company, headquartered in San Jose, California. It designs, manufactures and sells data technology products, including storage devices, data center systems and cloud storage services.",106040,NASDAQ,USD,USA,TECHNOLOGY,COMPUTER STORAGE DEVICES,"3355 MICHELSON DRIVE, SUITE 100, IRVINE, CA, US",June,2021-12-31,15142103000,3365000000,7.62,0.343,38.4,0,0,6.35,61.4,0.105,0.125,0.0575,0.182,18941000000.0,4446000000.0,6.35,7.95,0.226,92.88,7.62,5.49,0.799,1.351,1.109,6.0,1.591,78.19,43.85,51.34,58.73,312918000.0,2020-04-17,2020-04-02,16065210120.000002
Roku Inc,ROKU,Common Stock,"Roku, Inc. operates a TV streaming platform. The company is headquartered in San Jose, California.",1428439,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"150 WINCHESTER CIRCLE, LOS GATOS, CA, US",December,2021-12-31,16988518000,378591000,73.43,None,20.47,0,0,1.71,20.83,0.0877,0.0873,0.0475,0.118,2764584000.0,1408600000.0,1.71,-0.649,0.332,199.44,73.43,57.8,6.15,6.73,6.14,54.24,1.871,490.76,97.91,136.29,271.87,119087000.0,None,None,16230367230.0
Xylem Inc,XYL,Common Stock,"Xylem Inc. is a large American water technology provider, in public utility, residential, commercial, agricultural and industrial settings.",1524472,NYSE,USD,USA,TECHNOLOGY,PUMPS & PUMPING EQUIPMENT,"1133 WESTCHESTER AVENUE, WHITE PLAINS, NY, US",December,2021-12-31,15529420000,827000000,36.69,2.512,17.84,1.12,0.0139,2.35,28.82,0.0822,0.112,0.0427,0.138,5195000000.0,1979000000.0,2.35,-0.24,-0.036,97.92,36.69,34.36,2.989,4.991,3.315,20.7,1.127,138.02,82.03,90.91,116.3,180093000.0,2022-03-17,2022-02-16,16372254630.0
Telefonica Brasil S.A.,VIV,Common Stock,"Telefnica Brasil SA, provides mobile and fixed telecommunications services to residential and corporate clients in Brazil. The company is headquartered in So Paulo, Brazil.",1066119,NYSE,USD,USA,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),"AVENIDA ENGENHEIRO LUIS CARLOS BERRINI,, 1376, CIDADE MONCOES, SAO PAULO-SP, BR",December,2021-12-31,19469273000,14051262000,14.85,1.011,41.7,3.73,0.0548,0.782,26.16,0.142,0.145,0.0355,0.0893,44032614000.0,20955479000.0,0.782,1.05,0.028,11.08,14.85,14.66,0.442,1.258,0.473,1.09,0.0561,11.64,7.21,9.87,8.72,1676940000.0,2021-10-12,2022-03-02,16551397799.999998
Grab Holdings Limited Class A Ordinary Shares,GRAB,Common Stock,None,1823340,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-12-31,12981583000,None,None,None,0.024,0,0,-12.73,3.84,0.0,-2.304,-0.117,-4.122,675000000.0,-395000000.0,-12.73,0.0,-0.443,8.85,-,-,19.23,1.656,15.66,-,None,17.15,2.95,4.672,8.97,3618210000.0,None,None,16904277119.999998
DiDi Global Inc,DIDI,Common Stock,None,1764757,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-09-30,13601537000,None,None,None,23.33,0,0,-5.84,117.47,-0.313,-0.272,0.0,0.0,179749159000.0,11216332000.0,-5.84,0.0,-0.017,9.1,-,-,0.0757,0.819,0.038,12.25,None,18.01,1.71,3.683,7.04,4727690000.0,None,None,17412082270.0
AppLovin Corporation,APP,Common Stock,"AppLovin Corporation is committed to creating a software-based platform for mobile application developers to improve the marketing and monetization of their applications globally. The company is headquartered in Palo Alto, California.",1751008,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","1100 PAGE MILL RD, PALO ALTO, CA, US",December,2021-12-31,20020304000,597736000,572.8,1.863,5.7,0,0,0.093,8.6,0.0127,0.0597,0.0251,0.0357,2793104000.0,1805009000.0,0.093,0.0,0.556,95.46,572.8,37.31,7.17,9.84,8.18,39.36,None,116.09,43.08,58.96,75.27,296427000.0,None,None,17477335920.0
Check Point Software Technologies Ltd,CHKP,Common Stock,"Check Point Software Technologies Ltd. develops, markets and supports a range of IT security products and services globally. The company is headquartered in Tel Aviv, Israel.",1015922,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"5 HA' SOLELIM STREET, TEL AVIV, ISRAEL, IL",December,2021-12-31,18489465000,929700000,22.9,2.999,25.0,0,0,6.08,16.28,0.376,0.419,0.0966,0.243,2166800000.0,1917200000.0,6.08,0.018,0.063,136.32,22.9,19.16,8.53,5.68,7.75,17.9,0.625,149.62,107.85,133.44,122.52,132798000.0,None,None,17720565120.0
Tyler Technologies Inc,TYL,Common Stock,"Tyler Technologies, Inc., based in Plano, Texas, is the largest provider of software to the United States public sector.",860731,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"5101 TENNYSON PKWY, PLANO, TX, US",December,2021-12-31,18356431000,296758000,116.21,3.824,56.25,0,0,3.82,38.98,0.101,0.131,0.0356,0.0749,1592287000.0,709644000.0,3.82,-0.005,0.53,527.82,116.21,60.24,11.53,8.04,12.37,61.97,0.775,557.55,384.38,439.15,480.25,41348900.0,None,1990-01-31,18158369435.0
Take-Two Interactive Software Inc,TTWO,Common Stock,"Take-Two Interactive Software, Inc. is an American video game holding company based in New York City. The company owns two major publishing labels, Rockstar Games and 2K, which operate internal game development studios.",946581,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"110 WEST 44TH STREET, NEW YORK, NY, US",March,2021-12-31,17530143000,838026000,33.65,2.426,33.53,0,0,4.513,29.57,0.154,0.21,0.0728,0.154,3414227000.0,1876760000.0,4.513,-0.21,0.049,206.76,33.65,24.15,5.13,4.993,4.71,17.5,0.65,195.83,133.54,159.45,165.82,115416000.0,None,None,18403081200.0
NetApp Inc,NTAP,Common Stock,"NetApp, Inc. is an American hybrid cloud data services and data management company headquartered in Sunnyvale, California. Founded in 1992 with an IPO in 1995, NetApp offers cloud data services for management of applications and data both online and physically.",1002047,NASDAQ,USD,USA,TECHNOLOGY,COMPUTER STORAGE DEVICES,"3060 OLSEN DRIVE, SAN JOSE, CA, UNITED STATES",April,2022-01-31,18292460000,1363000000,18.61,0.993,3.955,1.98,0.0243,4.418,27.8,0.163,0.194,0.0826,1.488,6193000000.0,3815000000.0,4.418,0.375,0.098,99,18.61,15.27,2.954,22.24,2.965,11.87,1.215,96.82,70.74,85.31,86.88,222536000.0,2022-04-27,2022-04-07,18984546160.0
Teck Resources Limited,TECK,Common Stock,"Teck Resources Limited is dedicated to exploring, acquiring, developing and producing natural resources in Asia, Europe and North America. The company is headquartered in Vancouver, Canada.",886986,NYSE,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-12-31,22622657000,6064000000,9.93,2.02,43.06,0.2,0.0095,4.248,25.32,0.213,0.349,0.0664,0.131,13481000000.0,5081000000.0,4.248,12.73,0.721,43.73,9.93,5.19,1.678,1.14,2.024,4.459,1.113,43.18,19.02,36.88,28.4,526900000.0,2022-03-31,2022-03-14,19432072000.0
SS&C Technologies Holdings Inc,SSNC,Common Stock,"SS&C Technologies Holdings, Inc. provides software products and software-enabled services to the healthcare and financial services industries. The company is headquartered in Windsor, Connecticut.",1402436,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"80 LAMBERTON RD, WINDSOR, CT, US",December,2021-12-31,19263257000,1871800000,25.13,2.341,24.08,0.68,0.0106,2.99,19.76,0.158,0.25,0.0475,0.134,5051000000.0,2421800000.0,2.99,0.273,0.075,91.54,25.13,14.95,3.814,3.271,5.11,13.52,1.564,84.63,67.8,76.91,76.24,256399000.0,2022-03-15,2022-02-28,19719647090.0
EPAM Systems Inc,EPAM,Common Stock,"EPAM Systems, Inc. provides digital platform engineering and software development services in North America, Europe, Russia, Belarus, Kazakhstan, Ukraine, Georgia, East Asia, Southeast Asia, and Australia. The company is headquartered in Newtown, Pennsylvania.",1352010,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"41 UNIVERSITY DRIVE, SUITE 202, NEWTOWN, PA, US",December,2021-12-31,16326405000,628203000,35.22,1.33,43.75,0,0,8.15,66.5,0.128,0.145,0.109,0.215,3758144000.0,1274447000.0,8.15,0.644,0.531,440.93,35.22,46.3,4.344,7.02,4.326,23.65,1.74,725.4,168.59,347.47,540.57,56879000.0,None,None,19763746130.0
Signature Bank,SBNY,Common Stock,"Signature Bank commercial banking products and services. The company is headquartered in New York, New York.",1288784,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-12-31,18186553000,None,19.28,1.49,130.88,2.24,0.0076,15.03,33.72,0.471,0.652,0.0096,0.134,1951374000.0,1951374000.0,15.03,0.329,0.466,424.12,19.28,15.9,9.32,2.53,-,-,1.812,374.07,214.2,316.84,293.34,62751000.0,2022-02-11,2022-01-27,19882026840.0
Paycom Software Inc,PAYC,Common Stock,"Paycom Software, Inc., known simply as Paycom, is an American online payroll and human resource technology provider based in Oklahoma City, Oklahoma.",1590955,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"7501 W. MEMORIAL ROAD, OKLAHOMA CITY, OK, US",December,2021-12-31,21133734000,284289000,104.15,2.494,16.01,0,0,3.37,18.23,0.186,0.24,0.0544,0.253,1055524000.0,925049000.0,3.37,1.0,0.29,430.82,104.15,63.29,20.02,24.24,20.28,66.25,1.487,558.97,283.91,330.54,416.25,60214000.0,None,None,19903135560.0
Splunk Inc,SPLK,Common Stock,"Splunk Inc. provides software and cloud solutions that deliver and operationalize insights from data generated by digital systems in the United States and internationally. The company is headquartered in San Francisco, California.",1353283,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"250 BRANNAN STREET, SAN FRANCISCO, CA, US",January,2022-01-31,23762708000,-202328000,None,10.48,1.392,0,0,-8.29,16.54,-0.501,-0.408,-0.117,-1.474,2673664000.0,1939695000.0,-8.29,0.0,0.209,159.67,-,344.83,8.89,103.49,9.24,-,1.22,176.66,105.45,124.12,136.19,160700000.0,None,None,19946084000.0
Liberty Broadband Corporation,LBRDK,Common Stock,"Liberty Broadband Corporation, a cable operator, provides video, Internet and voice services to residential and small and medium business customers in the United States. The company is headquartered in Englewood, Colorado.",1611983,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"12300 LIBERTY BLVD, ENGLEWOOD, CO, US",December,2021-12-31,23203213000,264000000,35.33,0,59.35,0,0,3.93,5.35,0.741,-0.003,-0.0001,0.0619,988000000.0,706000000.0,3.93,0.535,5.46,185,35.33,25,23.48,2.34,27.56,20.41,0.974,194.05,132.58,143.8,163.71,142339000.0,None,None,20468348200.0
Paramount Global,PARA,Common Stock,"Paramount Global is a global media and entertainment company. The company is headquartered in New York, New York.",813828,NASDAQ,USD,USA,TECHNOLOGY,TELEVISION BROADCASTING STATIONS,"1515 BROADWAY, NEW YORK, NY, US",December,2021-12-31,24373506000,4391000000,5.39,1.095,34.57,0.96,0.0257,6.94,44.6,0.159,0.14,0.0449,0.227,28586000000.0,10842000000.0,6.94,1.326,0.164,40.06,5.39,13.62,0.853,1.105,1.326,5.76,1.485,46.46,27.05,34.02,36.74,607877000.0,2022-04-01,2022-03-14,20679975540.0
Rogers Communications Inc,RCI,Common Stock,"Rogers Communications Inc. is a communications and media company in Canada. The company is headquartered in Toronto, Canada.",733099,NYSE,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"333 BLOOR STREET EAST, 10TH FLOOR, 10TH FLOOR, TORONTO, ON, CANADA",December,2021-12-31,28871561000,5627000000,23.2,3.79,20.86,2,0.0275,2.462,29.02,0.106,0.224,0.0509,0.155,14655000000.0,5887000000.0,2.462,-0.1,0.065,58.14,23.2,16.89,1.97,3.312,3.108,8.14,0.336,57.19,43.5,52.52,49.79,393772000.0,2022-04-01,2022-03-09,20680905440.0
CNH Industrial N.V.,CNHI,Common Stock,"CNH Industrial NV designs, produces, markets, sells, and finances agricultural and construction equipment, trucks, commercial vehicles, buses, and specialty vehicles in North America, Europe, South America, and internationally. The company is headquartered in London, the United Kingdom.",1567094,NYSE,USD,USA,TECHNOLOGY,CONSTRUCTION MACHINERY & EQUIP,"25 ST. JAMES'S STREET, LONDON,, GB",December,2021-12-31,21426063000,3368000000,12.44,0.597,4.998,0.318,0.0199,1.27,24.69,0.0515,0.0747,0.0318,0.296,33428001000.0,6121000000.0,1.27,0.833,0.067,16.71,12.44,12.05,0.641,3.205,1.193,10.71,1.761,19.69,13.21,15.33,16.55,1356080000.0,2022-05-04,2022-04-18,20788706400.0
Ingersoll Rand Inc,IR,Common Stock,"Ingersoll Rand Inc., founded in 1859, is an American worldwide provider of industrial equipment, technologies and related parts and services to a broad and diverse customer base through a family of brands.",1699150,NYSE,USD,USA,TECHNOLOGY,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,"800-A BEATY STREET, DAVIDSON, NC, US",December,2021-12-31,20500392000,1044500000,37.53,1.393,22.07,0.02,0.0016,1.339,12.42,0.109,0.121,0.0249,0.0573,5152400000.0,1988500000.0,1.339,1.027,0.164,62.64,37.53,21.83,3.979,2.301,4.284,21.58,1.501,62.61,44.83,52.0,53.51,407968000.0,2022-03-24,2022-03-08,21214336000.0
DocuSign Inc,DOCU,Common Stock,"DocuSign, Inc. provides cloud-based software in the United States and internationally. The company is headquartered in San Francisco, California.",1261333,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"221 MAIN ST., SUITE 1550, SAN FRANCISCO, CA, US",January,2022-01-31,21603138000,14828000,None,3.072,1.386,0,0,-0.356,10.71,-0.0332,-0.027,-0.0146,-0.233,2107213000.0,1648286000.0,-0.356,0.0,0.348,122.32,-,57.8,10.25,80.3,10.54,1035.42,0.925,314.76,71.0,108.64,213.78,198869000.0,None,None,21605128160.0
ZoomInfo Technologies Inc,ZI,Common Stock,"ZoomInfo Technologies Inc. operates a cloud-based go-to-market intelligence platform for sales and marketing teams globally. The company is headquartered in Vancouver, Washington.",1794515,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"805 BROADWAY ST, SUITE 900, VANCOUVER, WA, US",December,2021-12-31,25560889000,187400000,140.28,None,4.954,0,0,0.428,2.92,0.156,0.205,0.0209,0.0646,747200000.0,647900000.0,0.428,2.325,0.591,77.39,140.28,81.97,34.21,11.9,33.12,115.55,None,79.17,37.86,53.8,59.86,403392000.0,None,None,21702489600.0
Hewlett Packard Enterprise Company,HPE,Common Stock,"The Hewlett Packard Enterprise Company (HPE) is an American multinational enterprise information technology company based in Houston, Texas, United States.",1645590,NYSE,USD,USA,TECHNOLOGY,COMPUTER & OFFICE EQUIPMENT,"3000 HANOVER STREET, PALO ALTO, CA, US",October,2022-01-31,21179281000,4837000000,5.83,2.134,15.63,0.48,0.0287,2.795,21.31,0.133,0.0822,0.0258,0.203,27911999000.0,9376000000.0,2.795,1.294,0.019,18.16,5.83,8.32,0.759,1.124,1.184,5.24,1.168,17.66,12.8,16.7,15.38,1300140000.0,2022-04-08,2022-03-10,21712338000.0
Seagate Technology Holdings plc,STX,Common Stock,"Seagate Technology Holdings plc, an Irish public limited company (commonly referred to as Seagate) is an American data storage company.",1137789,NASDAQ,USD,USA,TECHNOLOGY,COMPUTER STORAGE DEVICES,"38/39 FITZWILLIAM SQUARE, DUBLIN 2, IE",July,2021-10-31,19573858000,2480000000,11.27,1.017,2.397,2.71,0.0313,7.93,52.64,0.153,0.172,0.141,2.425,11975000000.0,2917000000.0,7.93,0.991,0.188,112.95,11.27,9.63,1.635,38.97,2.073,9.79,1.065,116.8,75.73,100.02,94.99,218898000.0,2022-04-06,2022-03-21,21894177960.0
Bill.com Holdings Inc,BILL,Common Stock,"Bill.com Holdings, Inc. provides cloud-based software that digitizes and automates financial back-office operations for small and medium-sized businesses globally. The company is headquartered in Palo Alto, California.",1786352,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1810 EMBARCADERO ROAD, PALO ALTO, CA, US",June,2021-12-31,24083280000,None,None,None,39.56,0,0,-2.425,4.483,-0.541,-0.526,-0.02,-0.0898,412838000.0,176830000.0,-2.425,0.0,1.895,309.94,-,-,58.34,6.1,58.23,-,2.251,348.5,128.0,212.13,238.45,103584000.0,None,None,21973273920.0
HubSpot Inc,HUBS,Common Stock,"HubSpot, Inc. provides a cloud-based customer relationship management (CRM) platform for companies in the Americas, Europe, and Asia Pacific. The company is headquartered in Cambridge, Massachusetts.",1404655,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"25 FIRST STREET, 2ND FLOOR, CAMBRIDGE, MA, US",December,2021-12-31,23353246000,-33559000,None,3.385,18.09,0,0,-1.66,27.74,-0.0598,-0.0421,-0.0165,-0.0951,1300658000.0,1041801000.0,-1.66,0.0,0.465,716.86,-,212.77,17.95,28.34,18.67,14959.72,1.667,866.0,378.88,479.08,627.33,47569400.0,None,None,22789548152.0
Dover Corporation,DOV,Common Stock,"Dover Corporation is an American conglomerate manufacturer of industrial products. Founded in 1955 in New York City, Dover is now based in Downers Grove, Illinois.",29905,NYSE,USD,USA,TECHNOLOGY,"CONSTRUCTION, MINING & MATERIALS HANDLING MACHINERY & EQUIP","3005 HIGHLAND PARKWAY, SUITE 200, DOWNERS GROVE, IL, US",December,2021-12-31,22848006000,1601027000,20.48,1.433,29.09,1.99,0.0126,7.74,54.94,0.142,0.166,0.0838,0.297,7907081000.0,2982681000.0,7.74,0.995,0.117,195.13,20.48,18.9,2.89,5.6,3.335,14.67,1.392,183.45,135.96,159.91,165.59,144106000.0,2022-03-15,2022-02-25,23043990460.0
Zebra Technologies Corporation,ZBRA,Common Stock,"Zebra Technologies Corporation is an American company that manufactures and sells marking, tracking, and computer printing technologies. Its products include thermal barcode label and receipt printers, RFID smart label printers/encoders/fixed & handheld readers/antennas, and card and kiosk printers that are used for barcode labeling, personal identification, and specialty printing, principally in the manufacturing, supply chain, retail, healthcare, and government sectors.",877212,NASDAQ,USD,USA,TECHNOLOGY,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,"3 OVERLOOK POINT, LINCOLNSHIRE, IL, US",December,2021-12-31,21960665000,1198000000,26.66,2.025,55.86,0,0,15.52,105.28,0.149,0.18,0.109,0.326,5627000000.0,2628000000.0,15.52,-0.045,0.122,563.5,26.66,21.88,3.903,7.79,4.277,20.75,1.629,615.0,375.63,437.69,527.6,53080000.0,None,None,23232585200.0
VeriSign Inc,VRSN,Common Stock,"Verisign Inc. is an American company based in Reston, Virginia, United States that operates a diverse array of network infrastructure, including two of the Internet's thirteen root nameservers. Verisign also offers a range of security services, including managed DNS, distributed denial-of-service (DDoS) attack mitigation and cyber-threat reporting.",1014473,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"12061 BLUEMONT WAY, ATTN: GENERAL COUNSEL, RESTON, VA, US",December,2021-12-31,24817320000,914743000,32.18,3.983,-12.02,0,0,7,11.85,0.591,0.653,0.289,0.0,1327576000.0,1135643000.0,7.0,1.154,0.063,266.33,32.18,35.09,18.69,-,18.8,27.33,0.912,257.03,198.53,214.0,223.07,110167000.0,2011-05-18,2011-05-05,23575738000.0
Palantir Technologies Inc,PLTR,Common Stock,"Palantir Technologies Inc. creates and implements software platforms for the intelligence community in the United States to assist in counterterrorism investigations and operations. The company is headquartered in Denver, Colorado.",1321655,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1555 BLAKE STREET, SUITE 250, DENVER, CO, US",December,2021-12-31,28076558000,None,None,1.938,1.13,0,0,-0.271,0.802,-0.338,-0.267,-0.0865,-0.273,1541889000.0,1202485000.0,-0.271,0.0,0.344,15.05,-,74.63,18.21,12.58,17.23,-,None,29.29,9.74,12.55,20.26,1929180000.0,None,None,24211209000.0
Sirius XM Holdings Inc,SIRI,Common Stock,Sirius XM Holdings Inc. provides satellite radio services by subscription fee in the United States. ,908937,NASDAQ,USD,USA,TECHNOLOGY,RADIO BROADCASTING STATIONS,"1290 AVENUE OF THE AMERICAS, 11TH FLOOR, NEW YORK, NY, US",December,2021-12-31,26016860000,2568000000,20.66,1.842,-0.109,0.066,0.0133,0.319,2.141,0.151,0.234,0.123,0.0,8696001000.0,4403000000.0,0.319,0.35,0.042,7.3,20.66,20.7,2.992,-,4.046,13.94,0.956,7.23,5.7,6.32,6.29,3947930000.0,2022-02-25,2022-02-10,24950917600.0
Okta Inc,OKTA,Common Stock,None,1660134,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"100 FIRST STREET, SUITE 600, SAN FRANCISCO, CA, US",January,2022-01-31,23314797000,-144446000,None,261.45,37.81,0,0,-5.73,8.78,-0.652,-0.52,-0.0676,-0.257,1300201000.0,905685000.0,-5.73,0.0,0.632,237.75,-,5000,17.93,4.149,18.53,-,1.081,287.44,135.46,172.05,222.93,149720000.0,None,None,25759326000.0
MongoDB Inc,MDB,Common Stock,"MongoDB, Inc. provides a global general purpose database platform. The company is headquartered in New York, New York.",1441816,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1633 BROADWAY, 38TH FLOOR, NEW YORK, NY, US",January,2022-01-31,30705508000,-103970000,None,None,9.88,0,0,-4.753,13.53,-0.351,-0.331,-0.0938,-0.927,873782000.0,614290000.0,-4.753,0.0,0.558,468.63,-,-,35.14,44.17,32.97,-,0.818,590.0,238.01,383.9,433.37,67566000.0,None,None,25938587400.0
